団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
363421,徳島県,名西郡神山町,97,96,85,132,165,137,175,220,217,192,239,297,457,563,510,410,480,448,224,58,11
363600,徳島県,那賀郡*,157,198,225,313,224,192,260,307,359,375,375,498,629,810,773,641,722,605,357,127,14
363685,徳島県,那賀郡那賀町*,157,198,225,313,224,192,260,307,359,375,375,498,629,810,773,641,722,605,357,127,14
363804,徳島県,海部郡*,409,472,546,753,691,562,617,809,882,1023,1104,1245,1468,1891,1972,1736,1585,1256,624,191,27
363839,徳島県,海部郡牟岐町*,70,77,101,126,106,98,110,139,187,206,197,238,292,409,465,387,319,272,138,53,9
363871,徳島県,海部郡美波町,161,172,170,246,218,199,220,299,272,309,370,412,469,624,598,621,567,434,204,55,7
363880,徳島県,海部郡海陽町,178,223,275,381,367,265,287,371,423,508,537,595,707,858,909,728,699,550,282,83,11
364002,徳島県,板野郡,4200,4632,4690,4973,4701,4484,5440,6310,7482,7707,6012,5600,6267,7302,7033,4796,3351,2423,1183,320,58
364011,徳島県,板野郡松茂町,598,710,701,781,852,706,838,955,1136,1250,995,900,922,994,974,715,495,366,131,35,2
364029,徳島県,板野郡北島町,1127,1205,1186,1136,1060,1074,1296,1638,1796,1862,1450,1251,1357,1486,1537,1105,818,498,274,54,17
364037,徳島県,板野郡藍住町,1647,1822,1803,1867,1696,1671,2146,2380,2815,2770,2039,1946,2122,2573,2384,1577,908,681,322,99,14
364045,徳島県,板野郡板野町,460,472,525,599,618,585,615,722,891,986,825,819,986,1154,1082,737,613,444,242,60,7
364053,徳島県,板野郡上板町,368,423,475,590,475,448,545,615,844,839,703,684,880,1095,1056,662,517,434,214,72,18
364606,徳島県,美馬郡*,164,226,248,320,255,251,288,387,376,434,473,555,773,836,754,656,641,589,329,96,16
364681,徳島県,美馬郡つるぎ町*,164,226,248,320,255,251,288,387,376,434,473,555,773,836,754,656,641,589,329,96,16
364801,徳島県,三好郡,511,549,568,643,555,564,671,732,884,839,770,921,1173,1276,1101,707,734,619,361,96,11
364894,徳島県,三好郡東みよし町,511,549,568,643,555,564,671,732,884,839,770,921,1173,1276,1101,707,734,619,361,96,11
372013,香川県,高松市,17170,19284,19991,20748,20309,19944,22877,26050,31004,34662,27818,24597,24666,27916,30801,22485,16570,12063,6115,1761,300
372021,香川県,丸亀市,4575,5226,5450,5765,5610,5324,6006,6949,8067,8881,6798,6053,6683,7746,8334,5925,4318,3058,1593,466,72
372030,香川県,坂出市,1706,2043,2231,2340,2359,2323,2421,2687,3489,3850,3079,2820,3285,3858,4818,3375,2670,2049,1036,301,52
372048,香川県,善通寺市,1292,1399,1348,1484,1797,1664,1800,1817,2033,2189,1672,1782,1851,2269,2520,1829,1454,1063,566,165,29
372056,香川県,観音寺市,2192,2411,2461,2738,2812,2832,2868,3244,3719,4018,3539,3559,4018,4437,4708,3575,2892,2311,1231,347,47
372064,香川県,さぬき市,1256,1618,1880,2284,2160,1797,1888,2305,2821,3409,2952,2958,3337,3944,4211,3303,2612,1986,1055,306,39
372072,香川県,東かがわ市,743,860,991,1222,1185,996,1058,1320,1595,2033,1807,1768,2098,2578,2935,2535,2013,1498,713,222,42
372081,香川県,三豊市,2091,2554,2636,3169,2819,2538,2862,3339,4076,4314,3572,3828,4440,5049,5633,4074,3395,2784,1529,459,78
373206,香川県,小豆郡,789,838,945,1005,920,889,1102,1264,1482,1700,1592,1746,2133,2663,2708,2114,1739,1422,852,260,51
373222,香川県,小豆郡土庄町,397,418,469,480,457,389,510,657,769,795,771,847,1052,1397,1315,1022,800,658,394,123,20
373249,香川県,小豆郡小豆島町,392,420,476,525,463,500,592,607,713,905,821,899,1081,1266,1393,1092,939,764,458,137,31
373401,香川県,木田郡,1074,1251,1250,1386,1236,1112,1418,1609,1886,1968,1599,1639,1910,2213,2189,1549,1188,874,551,157,21
373419,香川県,木田郡三木町,1074,1251,1250,1386,1236,1112,1418,1609,1886,1968,1599,1639,1910,2213,2189,1549,1188,874,551,157,21
373605,香川県,香川郡*,119,94,103,113,170,161,193,167,196,191,147,162,172,216,266,217,155,127,66,26,1
373648,香川県,香川郡直島町*,119,94,103,113,170,161,193,167,196,191,147,162,172,216,266,217,155,127,66,26,1
373800,香川県,綾歌郡,1748,1820,1918,2190,2055,2081,2401,2441,2998,3172,2564,2309,2670,2969,3124,2217,1636,1323,721,240,28
373869,香川県,綾歌郡宇多津町,918,900,941,1059,1057,1131,1257,1196,1438,1605,1209,1020,961,941,979,774,560,368,175,60,4
373877,香川県,綾歌郡綾川町,830,920,977,1131,998,950,1144,1245,1560,1567,1355,1289,1709,2028,2145,1443,1076,955,546,180,24
374008,香川県,仲多度郡,1615,1993,2152,2312,2370,2120,2505,2676,3123,3420,2776,2827,3428,3918,4307,3124,2586,2125,1152,323,52
374032,香川県,仲多度郡琴平町,221,283,320,389,493,332,324,392,495,624,560,497,600,690,855,660,584,423,198,77,15
374041,香川県,仲多度郡多度津町,790,911,1024,1167,1145,1152,1342,1305,1533,1684,1279,1269,1443,1695,1863,1400,988,843,446,107,19
374067,香川県,仲多度郡まんのう町,604,799,808,756,732,636,839,979,1095,1112,937,1061,1385,1533,1589,1064,1014,859,508,139,18
382019,愛媛県,松山市,19836,22410,23032,24389,24763,24497,27085,30905,35797,39856,33752,31717,31815,35230,35329,27011,19821,14276,7422,2047,320
382027,愛媛県,今治市,5060,6010,6462,7041,6661,6487,7529,8410,9807,11522,9562,9161,9767,12442,13804,10866,7962,5705,3014,939,175
382035,愛媛県,宇和島市,2091,2598,2875,3133,2666,2328,2714,3357,4377,4778,4515,4743,5524,6642,7017,5097,4329,3401,1828,452,54
382043,愛媛県,八幡浜市,885,1030,1224,1360,1096,1056,1240,1434,1728,2206,2105,2218,2461,2879,3068,2484,2131,1510,850,231,23
382051,愛媛県,新居浜市,4433,5071,5293,5500,5375,5122,5895,6581,7805,8759,7172,6968,6879,8567,9604,7368,5563,4071,2177,657,110
382060,愛媛県,西条市,4005,4614,4768,5106,4604,4699,5395,6085,6903,7649,6510,6794,7078,8332,8094,6285,5158,3954,2202,617,109
382078,愛媛県,大洲市,1381,1745,1766,1946,1614,1459,1762,2201,2502,2739,2445,2737,3203,3601,3343,2604,2320,1957,1032,302,47
382108,愛媛県,伊予市,1264,1573,1612,1748,1571,1372,1673,2056,2215,2539,2226,2272,2654,2905,2958,2186,1798,1367,712,201,31
382132,愛媛県,四国中央市,2922,3464,3745,3888,3883,3827,4325,4664,5590,6105,5234,5276,5687,6828,6706,5045,4057,2959,1616,514,71
382141,愛媛県,西予市,1023,1239,1453,1483,1052,1038,1356,1631,2036,2036,2063,2309,2660,3289,3496,2732,2616,2166,1174,352,44
382159,愛媛県,東温市,1213,1454,1555,1610,1525,1392,1599,1970,2286,2307,2008,1931,2393,2623,2435,1796,1465,1103,601,165,22
383406,愛媛県,越智郡,124,169,179,504,235,268,265,254,284,308,278,362,462,640,769,583,457,369,205,34,12
383562,愛媛県,越智郡上島町,124,169,179,504,235,268,265,254,284,308,278,362,462,640,769,583,457,369,205,34,12
383805,愛媛県,上浮穴郡*,175,193,231,290,218,201,276,249,334,390,396,560,655,703,637,604,799,644,364,99,16
383864,愛媛県,上浮穴郡久万高原町*,175,193,231,290,218,201,276,249,334,390,396,560,655,703,637,604,799,644,364,99,16
384003,愛媛県,伊予郡,1829,2282,2429,2518,2208,1954,2459,2968,3404,3722,3010,3069,3579,4057,3957,3156,2259,1628,866,253,43
384011,愛媛県,伊予郡松前町,1151,1424,1430,1519,1342,1195,1525,1810,2010,2229,1782,1811,2072,2259,2263,1848,1345,978,495,156,24
384020,愛媛県,伊予郡砥部町,678,858,999,999,866,759,934,1158,1394,1493,1228,1258,1507,1798,1694,1308,914,650,371,97,19
384208,愛媛県,喜多郡*,451,592,626,766,557,471,632,762,900,907,922,1014,1246,1426,1335,1086,1048,849,527,150,20
384224,愛媛県,喜多郡内子町*,451,592,626,766,557,471,632,762,900,907,922,1014,1246,1426,1335,1086,1048,849,527,150,20
384402,愛媛県,西宇和郡,165,241,257,338,274,253,270,300,407,423,553,612,790,908,866,689,732,626,303,92,17
384429,愛媛県,西宇和郡伊方町,165,241,257,338,274,253,270,300,407,423,553,612,790,908,866,689,732,626,303,92,17
384801,愛媛県,北宇和郡,358,401,507,596,348,373,460,542,688,794,751,915,1052,1423,1350,1015,1015,877,479,138,17
384844,愛媛県,北宇和郡松野町,91,101,130,156,111,114,122,152,182,241,214,232,301,412,365,291,277,240,142,40,6
384887,愛媛県,北宇和郡鬼北町,267,300,377,440,237,259,338,390,506,553,537,683,751,1011,985,724,738,637,337,98,11
385000,愛媛県,南宇和郡,427,592,684,853,658,483,630,768,1096,1315,1217,1400,1776,2202,2182,1596,1365,1013,535,158,19
385069,愛媛県,南宇和郡愛南町,427,592,684,853,658,483,630,768,1096,1315,1217,1400,1776,2202,2182,1596,1365,1013,535,158,19
392014,高知県,高知市,12240,13423,14286,15484,14811,14271,16066,18805,23192,26291,21377,20842,20130,22614,24522,18517,13258,10148,5423,1649,226
392022,高知県,室戸市,246,291,352,370,304,315,414,493,567,701,752,839,945,1398,1602,1287,970,690,387,102,11
392031,高知県,安芸市,401,539,636,647,593,591,621,785,992,1125,1003,1132,1214,1497,1638,1304,1080,746,445,126,18
392049,高知県,南国市,1866,1922,2062,2527,2279,1979,2316,2687,3225,3466,2766,2684,2837,3423,3700,2693,2021,1607,882,270,35
392057,高知県,土佐市,868,944,1081,1307,1071,933,1176,1460,1630,1836,1576,1501,1820,2145,2450,1906,1289,1076,613,234,32
392065,高知県,須崎市,535,673,814,1293,734,747,923,968,1124,1259,1200,1282,1509,1893,1889,1662,1187,1031,581,173,25
392081,高知県,宿毛市,631,750,776,803,682,587,746,1006,1283,1347,1163,1290,1543,1848,1850,1273,1110,888,454,155,26
392090,高知県,土佐清水市,256,306,400,435,357,319,394,501,674,734,728,757,996,1392,1459,1273,1021,794,412,121,15
392103,高知県,四万十市,1198,1278,1329,1449,1134,1128,1540,1771,2240,2347,1901,1988,2315,2812,2898,2068,1764,1462,773,244,41
392111,高知県,香南市,1238,1440,1450,1658,1549,1365,1578,1835,2325,2425,1951,1902,2018,2366,2658,2085,1505,1132,626,197,37
392120,高知県,香美市,795,903,965,1058,1115,926,1070,1298,1617,1558,1300,1441,1739,2101,2326,1920,1594,1325,764,232,41
393002,高知県,安芸郡*,425,511,532,556,579,530,588,712,829,934,876,1107,1243,1457,1534,1325,1195,972,492,169,27
393011,高知県,安芸郡東洋町*,38,35,58,60,52,41,51,89,107,116,127,170,180,269,254,234,201,163,81,30,5
393029,高知県,安芸郡奈半利町*,71,94,104,121,95,103,100,131,141,155,150,215,256,295,294,234,235,195,94,32,8
393037,高知県,安芸郡田野町*,87,87,72,73,87,88,122,111,130,129,152,189,202,218,229,200,183,144,72,31,4
393045,高知県,安芸郡安田町*,71,78,66,77,90,102,72,106,124,153,137,191,207,225,238,215,210,177,87,22,2
393053,高知県,安芸郡北川村*,22,37,47,50,44,49,53,57,59,66,63,69,95,109,106,91,100,93,40,15,0
393061,高知県,安芸郡馬路村*,16,41,35,24,40,32,39,36,34,50,44,65,55,63,61,79,58,54,21,8,0
393070,高知県,安芸郡芸西村,120,139,150,151,171,115,151,182,234,265,203,208,248,278,352,272,208,146,97,31,8
393401,高知県,長岡郡*,145,180,157,163,164,159,217,264,270,326,317,421,516,642,684,626,662,605,335,89,18
393410,高知県,長岡郡本山町*,90,115,98,106,107,92,134,143,163,211,174,206,210,279,313,277,261,255,158,54,9
393444,高知県,長岡郡大豊町*,55,65,59,57,57,67,83,121,107,115,143,215,306,363,371,349,401,350,177,35,9
393606,高知県,土佐郡*,129,133,148,138,125,126,162,165,213,194,203,270,310,376,328,304,337,307,168,50,5
393631,高知県,土佐郡土佐町*,111,126,130,125,119,103,143,149,198,184,186,245,276,345,302,282,312,273,143,41,5
393649,高知県,土佐郡大川村*,18,7,18,13,6,23,19,16,15,10,17,25,34,31,26,22,25,34,25,9,0
393801,高知県,吾川郡*,704,809,958,1048,920,904,1011,1229,1436,1613,1493,1822,2236,2500,2567,2077,1784,1434,844,274,47
393860,高知県,吾川郡いの町*,598,690,831,913,803,798,865,1063,1222,1374,1280,1538,1871,2016,2037,1558,1293,1006,566,171,28
393878,高知県,吾川郡仁淀川町*,106,119,127,135,117,106,146,166,214,239,213,284,365,484,530,519,491,428,278,103,19
394009,高知県,高岡郡*,1480,1804,1995,2182,1706,1599,2128,2443,2813,3155,2852,3383,4223,5109,5026,4172,3756,3389,1920,603,102
394017,高知県,高岡郡中土佐町*,151,184,214,225,189,160,241,252,325,392,358,364,511,655,639,525,471,437,261,81,16
394025,高知県,高岡郡佐川町,349,474,542,567,431,387,505,617,691,743,697,809,925,1112,1097,870,742,629,397,102,18
394033,高知県,高岡郡越知町*,132,150,175,185,148,167,209,230,254,305,278,322,439,448,509,480,368,378,242,85,17
394050,高知県,高岡郡檮原町*,105,110,113,160,120,105,129,147,153,186,149,179,252,335,295,257,248,245,128,42,9
394106,高知県,高岡郡日高村*,143,158,160,189,179,148,186,248,264,289,273,305,373,450,492,381,290,266,151,37,8
394114,高知県,高岡郡津野町*,149,196,230,211,154,144,194,271,275,321,264,344,435,535,483,416,405,383,207,71,10
394122,高知県,高岡郡四万十町,451,532,561,645,485,488,664,678,851,919,833,1060,1288,1574,1511,1243,1232,1051,534,185,24
394203,高知県,幡多郡*,368,459,556,638,526,489,539,673,919,1014,866,1105,1466,1733,1787,1353,1173,1013,593,165,21
394246,高知県,幡多郡大月町*,65,120,165,171,145,129,142,169,240,269,218,327,451,526,508,379,340,314,175,60,5
394271,高知県,幡多郡三原村*,23,47,30,54,35,48,54,54,71,78,70,95,129,120,140,122,104,113,72,18,3
394289,高知県,幡多郡黒潮町,280,292,361,413,346,312,343,450,608,667,578,683,886,1087,1139,852,729,586,346,87,13
401005,福岡県,北九州市,36191,39682,41178,44089,47650,44752,47444,54088,61905,69557,60182,56050,57343,68342,70392,58448,43809,30426,14269,4163,639
401013,福岡県,北九州市門司区,3011,3758,4028,4187,3754,3545,4023,4886,5934,6823,5959,5827,6221,7915,8637,7140,5423,3992,2005,571,85
401030,福岡県,北九州市若松区,3104,3680,3746,3959,3913,3506,3884,4496,5028,5601,4884,5164,5426,6285,6374,5264,3892,2797,1327,401,49
401056,福岡県,北九州市戸畑区,2087,2086,2289,2739,3165,2955,2904,3052,3392,3996,3631,3525,3589,4113,4264,3694,2864,2048,892,285,40
401064,福岡県,北九州市小倉北区,6993,6835,6717,7342,9915,10788,10655,11200,12402,13361,11714,10795,10645,12650,13289,10178,7604,5407,2403,709,111
401072,福岡県,北九州市小倉南区,8829,9597,10020,10772,10963,9533,10619,12402,14473,16129,13915,12023,12226,14298,14672,12150,8911,5842,2681,739,110
401081,福岡県,北九州市八幡東区,2081,2502,2599,2787,3195,2726,2918,3295,3997,4395,3948,3748,4074,5194,5241,4729,3953,2809,1387,415,66
401099,福岡県,北九州市八幡西区,10086,11224,11779,12303,12745,11699,12441,14757,16679,19252,16131,14968,15162,17887,17915,15293,11162,7531,3574,1043,178
401307,福岡県,福岡市,69690,71346,68272,70521,96743,102923,104632,113161,120299,124376,103903,88674,82619,89598,85657,63509,46442,31483,15279,4420,682
401315,福岡県,福岡市東区,14860,15482,14869,14892,19309,19164,19963,21930,23519,25222,20528,17730,16773,18368,17590,13096,9375,6262,3077,915,135
401323,福岡県,福岡市博多区,10025,7994,7370,8668,19222,24411,21634,19263,18169,17872,14523,11890,10774,11432,10862,7877,5756,3823,1867,542,88
401331,福岡県,福岡市中央区,7516,6944,6348,6850,12393,16369,15821,16195,16155,15903,13438,11234,9304,9676,9243,6422,4841,3420,1685,478,71
401340,福岡県,福岡市南区,12056,12692,11753,12079,15731,15697,16479,18563,20270,20991,17720,15406,14534,15556,15096,11218,8370,5654,2817,781,119
401358,福岡県,福岡市西区,10018,10757,10490,10647,11674,10587,12142,14363,15762,16533,14143,12059,11186,12430,12042,9364,6792,4536,2245,682,116
401366,福岡県,福岡市城南区,5187,5888,5887,5999,7408,6492,6947,8102,9430,9938,8516,7332,7193,8297,7731,5876,4376,3020,1376,389,54
401374,福岡県,福岡市早良区,10028,11589,11555,11386,11006,10203,11646,14745,16994,17917,15035,13023,12855,13839,13093,9656,6932,4768,2212,633,99
402028,福岡県,大牟田市,3806,4358,4487,4767,4629,4392,5139,5790,6362,6986,6587,6973,7879,9765,9830,7480,6099,4706,2578,816,158
402036,福岡県,久留米市,13710,14669,14181,14928,16291,15512,16401,18913,20881,22074,19255,17878,18348,21117,20110,15630,12040,8081,3907,1199,186
402044,福岡県,直方市,2265,2613,2576,2465,2418,2456,2844,3332,3534,3718,3124,3087,3528,4451,4358,3665,2913,1991,993,270,37
402052,福岡県,飯塚市,5327,5761,5675,5846,6160,6074,6666,7594,8525,8401,6798,7061,8175,10518,9680,7124,5703,4109,2145,723,119
402061,福岡県,田川市,1855,2064,2182,2244,2168,2030,2291,2607,2844,3014,2634,2563,3067,3960,3859,2924,2421,1693,843,235,29
402079,福岡県,柳川市,2195,2753,2848,3198,2879,2734,2888,3393,3792,4159,4240,4319,4553,5176,5094,4157,3401,2366,1115,310,40
402109,福岡県,八女市,2212,2524,2613,2821,2691,2555,2797,3091,3468,3689,3717,3995,4571,5324,4745,3883,3588,2722,1307,442,61
402117,福岡県,筑後市,2287,2474,2398,2514,2458,2312,2795,3071,3281,3463,3126,2877,3128,3356,3242,2522,1933,1358,691,204,29
402125,福岡県,大川市,1156,1152,1287,1497,1669,1464,1464,1589,1831,2145,2337,2123,2283,2733,2730,2472,1910,1286,616,173,23
402133,福岡県,行橋市,3153,3315,3288,3542,3496,3447,3829,4333,4719,5364,4454,4256,4559,5461,5431,4272,3019,2078,980,266,55
402141,福岡県,豊前市,837,1070,1048,1178,1089,945,1069,1231,1520,1703,1423,1437,1694,2098,2148,1780,1375,1009,534,140,13
402150,福岡県,中間市,1348,1508,1659,1715,1789,1677,1851,2113,2356,2740,2234,2257,2718,3559,3738,3141,2346,1632,780,235,29
402168,福岡県,小郡市,2327,2854,2985,3393,3482,2608,2803,3316,3936,4307,3945,3775,3743,3956,3961,3146,2365,1674,829,257,32
402176,福岡県,筑紫野市,4763,5072,5241,5463,5002,4825,5717,6739,7553,8281,6476,5984,6690,7451,6769,4873,3394,2199,1150,336,60
402184,福岡県,春日市,4998,6135,6341,6519,6378,5225,6024,7091,8517,9551,8352,7046,6589,6839,6312,4661,3315,2185,935,259,44
402192,福岡県,大野城市,5195,5321,5285,5264,5273,5247,5974,6916,7790,8288,7186,6135,5560,5857,5652,4348,3035,1782,814,203,31
402206,福岡県,宗像市,4341,4649,4611,4557,4598,4274,5312,6104,6205,6555,5434,5630,6509,7328,7060,5462,3777,2748,1469,396,66
402214,福岡県,太宰府市,3167,3614,3628,3598,3364,3046,3620,4559,5493,5783,4570,3854,3830,4775,5305,3977,2813,1776,909,245,32
402231,福岡県,古賀市,2617,2973,2884,2987,3032,2804,3328,3721,4229,4279,3533,3621,3894,4310,4247,2990,1965,1296,596,192,24
402249,福岡県,福津市,3786,3905,3111,2720,2517,2915,4153,4902,4686,4461,3549,3407,3868,4601,4637,3594,2507,1693,943,258,40
402257,福岡県,うきは市,1012,1252,1336,1346,1229,1141,1324,1562,1800,1919,1638,1725,2036,2468,2300,1826,1473,1065,671,186,30
402265,福岡県,宮若市,1054,1134,1203,1250,1220,1247,1444,1523,1610,1663,1371,1595,1936,2483,2186,1646,1373,1104,618,217,36
402273,福岡県,嘉麻市,1138,1452,1597,1581,1450,1318,1535,1865,2134,2142,1908,2136,2829,3819,3392,2467,2084,1578,901,283,43
402281,福岡県,朝倉市,1865,2258,2251,2387,2420,2114,2392,2910,3165,3258,2987,3123,3723,4511,4220,3160,2621,1990,1090,327,52
402290,福岡県,みやま市,1200,1356,1574,1657,1476,1320,1563,1832,2078,2109,2098,2258,2809,3443,3129,2412,2083,1584,858,277,32
402303,福岡県,糸島市,4176,4800,4952,4950,4919,4026,4862,6141,6934,7273,6073,6262,6917,8103,7702,5523,3797,2536,1411,442,67
402311,福岡県,那珂川市,2448,2846,2908,2787,2520,2091,2674,3339,3866,4237,3414,2783,2865,3231,3199,2238,1351,894,456,147,29
403407,福岡県,糟屋郡,12285,13914,13315,11936,10889,11140,13827,17099,19345,19299,13881,11724,12327,14740,13988,10251,6944,4353,2178,606,94
403415,福岡県,糟屋郡宇美町,1590,1886,1961,1843,1805,1610,2009,2403,2645,2670,2035,2082,2679,3135,2758,1763,1187,792,386,107,16
403423,福岡県,糟屋郡篠栗町,1475,1591,1654,1687,1577,1485,1707,2050,2369,2597,2118,1827,1649,2077,1971,1498,1008,667,333,79,8
403431,福岡県,糟屋郡志免町,2369,2599,2570,2374,2123,2024,2648,3358,3925,3980,2947,2299,2285,2784,2774,2190,1552,934,454,128,18
403440,福岡県,糟屋郡須惠町,1442,1745,1616,1438,1254,1264,1657,2025,2222,2191,1582,1252,1521,1997,2126,1560,961,529,261,81,14
403458,福岡県,糟屋郡新宮町,2028,2544,2309,1733,1515,1572,1992,2625,3146,2854,1838,1566,1613,1778,1551,1079,708,522,292,89,14
403482,福岡県,糟屋郡久山町,462,524,495,443,454,375,463,613,700,678,460,417,510,612,620,471,340,239,143,42,7
403491,福岡県,糟屋郡粕屋町,2919,3025,2710,2418,2161,2810,3351,4025,4338,4329,2901,2281,2070,2357,2188,1690,1188,670,309,80,17
403806,福岡県,遠賀郡,3505,4035,4208,4262,4163,3868,4338,5220,5779,6432,5298,5390,5999,7521,7386,6159,4312,2961,1536,444,73
403814,福岡県,遠賀郡芦屋町,476,550,631,722,811,598,626,715,837,1010,868,769,752,1052,1007,877,633,489,215,75,11
403822,福岡県,遠賀郡水巻町,1172,1213,1102,1114,1284,1328,1435,1633,1701,1772,1570,1769,1935,2344,2293,1795,1306,832,417,119,18
403831,福岡県,遠賀郡岡垣町,1125,1428,1588,1584,1300,1097,1399,1763,1963,2321,1838,1815,2036,2469,2463,2106,1471,1107,636,169,28
403849,福岡県,遠賀郡遠賀町,732,844,887,842,768,845,878,1109,1278,1329,1022,1037,1276,1656,1623,1381,902,533,268,81,16
404004,福岡県,鞍手郡,657,802,894,944,911,912,975,1167,1319,1455,1253,1338,1637,2330,2312,1695,1281,870,459,163,32
404012,福岡県,鞍手郡小竹町,196,209,257,273,305,306,305,372,406,444,422,421,536,758,774,537,458,319,173,74,8
404021,福岡県,鞍手郡鞍手町,461,593,637,671,606,606,670,795,913,1011,831,917,1101,1572,1538,1158,823,551,286,89,24
404209,福岡県,嘉穂郡,471,572,591,612,544,537,661,752,820,823,648,783,964,1309,1165,755,605,411,228,99,15
404217,福岡県,嘉穂郡桂川町,471,572,591,612,544,537,661,752,820,823,648,783,964,1309,1165,755,605,411,228,99,15
404403,福岡県,朝倉郡*,1362,1517,1483,1537,1388,1293,1559,1896,2126,2150,1771,1910,2227,2574,2430,1718,1285,957,535,165,30
404471,福岡県,朝倉郡筑前町,1312,1448,1405,1455,1312,1227,1485,1826,2040,2063,1672,1775,2020,2361,2277,1588,1152,816,456,131,22
404489,福岡県,朝倉郡東峰村*,50,69,78,82,76,66,74,70,86,87,99,135,207,213,153,130,133,141,79,34,8
405001,福岡県,三井郡,804,778,719,712,723,902,969,913,1037,993,874,910,1024,1183,1031,743,594,438,234,70,16
405035,福岡県,三井郡大刀洗町,804,778,719,712,723,902,969,913,1037,993,874,910,1024,1183,1031,743,594,438,234,70,16
405205,福岡県,三潴郡,565,804,781,733,685,574,679,823,1015,1024,819,835,892,1064,1001,741,567,352,186,59,10
405221,福岡県,三潴郡大木町,565,804,781,733,685,574,679,823,1015,1024,819,835,892,1064,1001,741,567,352,186,59,10
405400,福岡県,八女郡,818,958,962,988,999,893,1048,1179,1260,1277,1219,1131,1324,1409,1349,1059,797,585,300,82,14
405442,福岡県,八女郡広川町,818,958,962,988,999,893,1048,1179,1260,1277,1219,1131,1324,1409,1349,1059,797,585,300,82,14
406007,福岡県,田川郡*,2620,3243,3337,3482,3044,2720,3209,3998,4181,4681,3993,4155,5469,7417,6832,5104,4168,3161,1514,491,62
406015,福岡県,田川郡香春町*,317,446,415,458,352,349,434,523,532,621,553,612,785,1056,1032,797,667,503,259,90,12
406023,福岡県,田川郡添田町*,241,337,358,417,373,265,348,451,507,550,480,532,726,993,954,687,640,449,243,72,12
406040,福岡県,田川郡糸田町*,362,438,408,385,372,327,399,469,511,549,481,429,591,826,764,597,459,390,157,51,8
406058,福岡県,田川郡川崎町,515,642,711,784,662,606,641,828,899,1103,892,887,1207,1604,1450,1155,872,621,257,87,11
406082,福岡県,田川郡大任町*,242,251,229,217,212,203,251,291,283,276,246,276,353,514,436,316,291,219,110,36,4
406091,福岡県,田川郡赤村*,112,121,144,137,114,108,117,144,181,175,144,167,239,319,281,209,143,150,86,35,3
406104,福岡県,田川郡福智町,831,1008,1072,1084,959,862,1019,1292,1268,1407,1197,1252,1568,2105,1915,1343,1096,829,402,120,12
406201,福岡県,京都郡,2220,2584,2508,2772,3056,3012,3119,3340,3575,3997,3269,3050,3618,4241,4044,3302,2466,1648,836,265,45
406210,福岡県,京都郡苅田町,1662,1918,1730,1914,2251,2357,2418,2470,2535,2754,2130,1948,2242,2392,2184,1824,1342,830,406,123,25
406252,福岡県,京都郡みやこ町,558,666,778,858,805,655,701,870,1040,1243,1139,1102,1376,1849,1860,1478,1124,818,430,142,20
406406,福岡県,築上郡,1068,1399,1449,1510,1523,1304,1490,1700,1883,2158,1757,1762,2158,2629,2672,2226,1806,1201,633,157,17
406422,福岡県,築上郡吉富町,253,328,310,347,318,280,320,368,439,498,411,387,381,505,514,422,320,210,120,28,5
406465,福岡県,築上郡上毛町,246,401,358,349,299,216,352,443,433,496,409,415,554,655,574,512,423,295,152,34,3
406473,福岡県,築上郡築上町,569,670,781,814,906,808,818,889,1011,1164,937,960,1223,1469,1584,1292,1063,696,361,95,9
412015,佐賀県,佐賀市,9728,10915,10923,11632,11566,10971,12296,14087,15169,16225,14781,14486,14929,16409,15005,12111,9465,7086,3528,1002,162
412023,佐賀県,唐津市,4901,5532,5914,6107,5143,4937,5733,6645,7458,7670,6644,7532,8709,9812,8820,6595,5705,4320,2292,706,103
412031,佐賀県,鳥栖市,3397,3886,4254,4251,4000,3774,4124,4857,5753,5806,4582,4001,3971,4485,4277,3300,2482,1672,796,209,41
412040,佐賀県,多久市,586,760,787,923,826,696,767,980,1101,1137,1088,1163,1454,1898,1502,1107,918,730,455,126,26
412058,佐賀県,伊万里市,2232,2685,2619,2685,2428,2243,2679,3175,3398,3248,2961,3258,3935,4560,3800,2814,2504,1912,1046,360,38
412066,佐賀県,武雄市,2057,2242,2417,2374,2102,2165,2398,2790,3017,3040,2840,2998,3460,3924,3321,2609,2116,1697,935,312,40
412074,佐賀県,鹿島市,1169,1339,1359,1456,1312,1167,1366,1560,1665,1662,1717,1865,2068,2361,2070,1562,1401,1050,597,192,26
412082,佐賀県,小城市,1985,2105,2251,2315,2278,2161,2507,2704,2827,2817,2699,2888,3102,3407,2917,2187,1791,1406,729,221,30
412091,佐賀県,嬉野市,950,1127,1146,1191,1075,1068,1130,1367,1459,1450,1531,1699,1945,2296,1917,1480,1290,1040,589,176,19
412104,佐賀県,神埼市,1195,1345,1520,1608,1549,1461,1585,1691,1937,2057,1841,1861,2174,2516,2321,1764,1372,992,549,167,27
413208,佐賀県,神埼郡,760,838,889,872,878,867,960,1037,1122,1085,985,919,1041,1067,941,708,560,395,206,53,4
